"JOB_NAME","COBALT_JOBID","MACHINE_NAME","QUEUED_TIMESTAMP","QUEUED_DATE_ID","START_TIMESTAMP","START_DATE_ID","END_TIMESTAMP","END_DATE_ID","USERNAME_GENID","PROJECT_NAME_GENID","QUEUE_NAME","WALLTIME_SECONDS","RUNTIME_SECONDS","NODES_USED","NODES_REQUESTED","CORES_USED","CORES_REQUESTED","LOCATION","EXIT_STATUS","ELIGIBLE_WAIT_SECONDS","ELIGIBLE_WAIT_FACTOR","QUEUED_WAIT_SECONDS","QUEUED_WAIT_FACTOR","REQUESTED_CORE_HOURS","USED_CORE_HOURS","CAPABILITY_USAGE_CORE_HOURS","NONCAPABILITY_USAGE_CORE_HOURS","BUCKETS3_A_USAGE_CORE_HOURS","BUCKETS3_B_USAGE_CORE_HOURS","BUCKETS3_C_USAGE_CORE_HOURS","MACHINE_PARTITION","EXIT_CODE","MODE","RESID","DATA_LOAD_STATUS","CAPABILITY","SIZE_BUCKETS3","PERCENTILE","NUM_TASKS_SUBBLOCK","NUM_TASKS_CONSECUTIVE","NUM_TASKS_MULTILOCATION","NUM_TASKS_SINGLE","COBALT_NUM_TASKS","IS_SINGLE","IS_CONSECUTIVE","IS_MULTILOCATION","IS_SUBBLOCK","IS_SUBBLOCK_ONLY","IS_MULTILOCATION_ONLY","IS_MULTILOCATION_SUBBLOCK","IS_CONSECUTIVE_ONLY","IS_SINGLE_ONLY","IS_NO_TASKS","IS_OTHER","OVERBURN_CORE_HOURS","IS_OVERBURN"
"668868.intrepid",668868,"intrepid","2014-01-06 04:38:00",20140106,"2014-01-06 04:43:52",20140106,"2014-01-11 04:47:19",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432207.0000","512.00","512.00","2048.00","2048.00","ANL-R26-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245877.7500","0.0000","0.0000","245877.7500","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668855.intrepid",668855,"intrepid","2014-01-06 04:37:57",20140106,"2014-01-06 04:45:16",20140106,"2014-01-11 04:48:08",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432172.0000","512.00","512.00","2048.00","2048.00","ANL-R23-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245857.8333","0.0000","0.0000","245857.8333","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668857.intrepid",668857,"intrepid","2014-01-06 04:37:58",20140106,"2014-01-06 04:46:11",20140106,"2014-01-11 04:48:09",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432118.0000","512.00","512.00","2048.00","2048.00","ANL-R25-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245827.1166","0.0000","0.0000","245827.1166","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668856.intrepid",668856,"intrepid","2014-01-06 04:37:58",20140106,"2014-01-06 04:45:45",20140106,"2014-01-11 04:48:25",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432160.0000","512.00","512.00","2048.00","2048.00","ANL-R20-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245851.0166","0.0000","0.0000","245851.0166","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668877.intrepid",668877,"intrepid","2014-01-06 14:55:12",20140106,"2014-01-06 14:55:30",20140106,"2014-01-11 14:57:50",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432140.0000","512.00","512.00","2048.00","2048.00","ANL-R33-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245839.6333","0.0000","0.0000","245839.6333","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668871.intrepid",668871,"intrepid","2014-01-06 14:55:11",20140106,"2014-01-06 14:56:02",20140106,"2014-01-11 14:58:10",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432128.0000","512.00","512.00","2048.00","2048.00","ANL-R32-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245832.8166","0.0000","0.0000","245832.8166","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668872.intrepid",668872,"intrepid","2014-01-06 14:55:11",20140106,"2014-01-06 14:56:34",20140106,"2014-01-11 14:59:09",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432155.0000","512.00","512.00","2048.00","2048.00","ANL-R34-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245848.1666","0.0000","0.0000","245848.1666","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668873.intrepid",668873,"intrepid","2014-01-06 14:55:11",20140106,"2014-01-06 14:57:06",20140106,"2014-01-11 14:59:27",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432141.0000","512.00","512.00","2048.00","2048.00","ANL-R31-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245840.2000","0.0000","0.0000","245840.2000","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668874.intrepid",668874,"intrepid","2014-01-06 14:55:11",20140106,"2014-01-06 14:57:37",20140106,"2014-01-11 15:00:30",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432173.0000","512.00","512.00","2048.00","2048.00","ANL-R31-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245858.4166","0.0000","0.0000","245858.4166","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668875.intrepid",668875,"intrepid","2014-01-06 14:55:12",20140106,"2014-01-06 14:58:04",20140106,"2014-01-11 15:01:00",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432176.0000","512.00","512.00","2048.00","2048.00","ANL-R30-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245860.1166","0.0000","0.0000","245860.1166","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668878.intrepid",668878,"intrepid","2014-01-06 14:55:12",20140106,"2014-01-06 14:59:02",20140106,"2014-01-11 15:01:34",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432152.0000","512.00","512.00","2048.00","2048.00","ANL-R35-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245846.4666","0.0000","0.0000","245846.4666","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668876.intrepid",668876,"intrepid","2014-01-06 14:55:12",20140106,"2014-01-06 14:58:34",20140106,"2014-01-11 15:02:04",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432210.0000","512.00","512.00","2048.00","2048.00","ANL-R34-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245879.4666","0.0000","0.0000","245879.4666","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668880.intrepid",668880,"intrepid","2014-01-06 14:55:12",20140106,"2014-01-06 15:00:00",20140106,"2014-01-11 15:02:37",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432157.0000","512.00","512.00","2048.00","2048.00","ANL-R37-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245849.3000","0.0000","0.0000","245849.3000","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668870.intrepid",668870,"intrepid","2014-01-06 14:55:11",20140106,"2014-01-06 15:00:57",20140106,"2014-01-11 15:03:05",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432128.0000","512.00","512.00","2048.00","2048.00","ANL-R30-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245832.8166","0.0000","0.0000","245832.8166","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668881.intrepid",668881,"intrepid","2014-01-06 14:55:13",20140106,"2014-01-06 15:00:30",20140106,"2014-01-11 15:03:06",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432156.0000","512.00","512.00","2048.00","2048.00","ANL-R36-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245848.7333","0.0000","0.0000","245848.7333","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668879.intrepid",668879,"intrepid","2014-01-06 14:55:12",20140106,"2014-01-06 14:59:33",20140106,"2014-01-11 15:03:39",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432246.0000","512.00","512.00","2048.00","2048.00","ANL-R37-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245899.9333","0.0000","0.0000","245899.9333","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668883.intrepid",668883,"intrepid","2014-01-06 14:55:14",20140106,"2014-01-06 15:01:52",20140106,"2014-01-11 15:04:10",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432138.0000","512.00","512.00","2048.00","2048.00","ANL-R32-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245838.5000","0.0000","0.0000","245838.5000","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668882.intrepid",668882,"intrepid","2014-01-06 14:55:14",20140106,"2014-01-06 15:01:25",20140106,"2014-01-11 15:04:39",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432194.0000","512.00","512.00","2048.00","2048.00","ANL-R36-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245870.3500","0.0000","0.0000","245870.3500","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668885.intrepid",668885,"intrepid","2014-01-06 14:55:14",20140106,"2014-01-06 15:02:44",20140106,"2014-01-11 15:04:59",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432135.0000","512.00","512.00","2048.00","2048.00","ANL-R35-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245836.8000","0.0000","0.0000","245836.8000","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668884.intrepid",668884,"intrepid","2014-01-06 14:55:14",20140106,"2014-01-06 15:02:20",20140106,"2014-01-11 15:05:30",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432190.0000","512.00","512.00","2048.00","2048.00","ANL-R33-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245868.0833","0.0000","0.0000","245868.0833","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668895.intrepid",668895,"intrepid","2014-01-06 18:06:07",20140106,"2014-01-06 18:06:35",20140106,"2014-01-11 18:08:19",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432104.0000","512.00","512.00","2048.00","2048.00","ANL-R46-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245819.1500","0.0000","0.0000","245819.1500","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668888.intrepid",668888,"intrepid","2014-01-06 18:06:06",20140106,"2014-01-06 18:07:06",20140106,"2014-01-11 18:08:49",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432103.0000","512.00","512.00","2048.00","2048.00","ANL-R42-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245818.5833","0.0000","0.0000","245818.5833","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668889.intrepid",668889,"intrepid","2014-01-06 18:06:06",20140106,"2014-01-06 18:07:38",20140106,"2014-01-11 18:09:19",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432101.0000","512.00","512.00","2048.00","2048.00","ANL-R44-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245817.4500","0.0000","0.0000","245817.4500","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668890.intrepid",668890,"intrepid","2014-01-06 18:06:06",20140106,"2014-01-06 18:08:10",20140106,"2014-01-11 18:10:02",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432112.0000","512.00","512.00","2048.00","2048.00","ANL-R40-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245823.7000","0.0000","0.0000","245823.7000","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668891.intrepid",668891,"intrepid","2014-01-06 18:06:06",20140106,"2014-01-06 18:08:39",20140106,"2014-01-11 18:11:02",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432143.0000","512.00","512.00","2048.00","2048.00","ANL-R40-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245841.3500","0.0000","0.0000","245841.3500","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668892.intrepid",668892,"intrepid","2014-01-06 18:06:06",20140106,"2014-01-06 18:09:09",20140106,"2014-01-11 18:11:37",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432148.0000","512.00","512.00","2048.00","2048.00","ANL-R42-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245844.1833","0.0000","0.0000","245844.1833","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668893.intrepid",668893,"intrepid","2014-01-06 18:06:06",20140106,"2014-01-06 18:09:39",20140106,"2014-01-11 18:12:08",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432149.0000","512.00","512.00","2048.00","2048.00","ANL-R44-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245844.7500","0.0000","0.0000","245844.7500","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668894.intrepid",668894,"intrepid","2014-01-06 18:06:07",20140106,"2014-01-06 18:10:08",20140106,"2014-01-11 18:13:14",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432186.0000","512.00","512.00","2048.00","2048.00","ANL-R43-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245865.8000","0.0000","0.0000","245865.8000","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668896.intrepid",668896,"intrepid","2014-01-06 18:06:07",20140106,"2014-01-06 18:10:37",20140106,"2014-01-11 18:13:46",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432189.0000","512.00","512.00","2048.00","2048.00","ANL-R45-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245867.5166","0.0000","0.0000","245867.5166","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668898.intrepid",668898,"intrepid","2014-01-06 18:06:07",20140106,"2014-01-06 18:11:33",20140106,"2014-01-11 18:13:47",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432134.0000","512.00","512.00","2048.00","2048.00","ANL-R46-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245836.2166","0.0000","0.0000","245836.2166","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668886.intrepid",668886,"intrepid","2014-01-06 18:06:05",20140106,"2014-01-06 18:11:59",20140106,"2014-01-11 18:14:17",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432138.0000","512.00","512.00","2048.00","2048.00","ANL-R41-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245838.5000","0.0000","0.0000","245838.5000","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668897.intrepid",668897,"intrepid","2014-01-06 18:06:07",20140106,"2014-01-06 18:11:06",20140106,"2014-01-11 18:14:18",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432192.0000","512.00","512.00","2048.00","2048.00","ANL-R45-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245869.2166","0.0000","0.0000","245869.2166","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668899.intrepid",668899,"intrepid","2014-01-06 18:06:08",20140106,"2014-01-06 18:12:25",20140106,"2014-01-11 18:15:18",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432173.0000","512.00","512.00","2048.00","2048.00","ANL-R47-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245858.4166","0.0000","0.0000","245858.4166","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668900.intrepid",668900,"intrepid","2014-01-06 18:06:08",20140106,"2014-01-06 18:12:52",20140106,"2014-01-11 18:15:39",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432167.0000","512.00","512.00","2048.00","2048.00","ANL-R41-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245855.0000","0.0000","0.0000","245855.0000","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668901.intrepid",668901,"intrepid","2014-01-06 18:06:08",20140106,"2014-01-06 18:13:19",20140106,"2014-01-11 18:15:56",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432157.0000","512.00","512.00","2048.00","2048.00","ANL-R47-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245849.3000","0.0000","0.0000","245849.3000","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668887.intrepid",668887,"intrepid","2014-01-06 18:06:06",20140106,"2014-01-06 18:13:47",20140106,"2014-01-11 18:17:14",20140111,29946708553445,27857609013029,"R.the_end","432000.0000","432207.0000","512.00","512.00","2048.00","2048.00","ANL-R43-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","245877.7500","0.0000","0.0000","245877.7500","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668988.intrepid",668988,"intrepid","2014-01-10 23:57:26",20140110,"2014-01-11 04:40:51",20140111,"2014-01-12 10:42:26",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108095.0000","512.00","512.00","2048.00","2048.00","ANL-R24-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61494.0333","0.0000","0.0000","61494.0333","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"669007.intrepid",669007,"intrepid","2014-01-10 23:57:28",20140110,"2014-01-11 04:41:22",20140111,"2014-01-12 10:42:54",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108092.0000","512.00","512.00","2048.00","2048.00","ANL-R22-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61492.3333","0.0000","0.0000","61492.3333","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668964.intrepid",668964,"intrepid","2014-01-10 23:57:15",20140110,"2014-01-11 04:41:50",20140111,"2014-01-12 10:44:05",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108135.0000","512.00","512.00","2048.00","2048.00","ANL-R23-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61516.8000","0.0000","0.0000","61516.8000","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668951.intrepid",668951,"intrepid","2014-01-10 23:57:13",20140110,"2014-01-11 04:43:22",20140111,"2014-01-12 10:45:08",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108106.0000","512.00","512.00","2048.00","2048.00","ANL-R21-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61500.3000","0.0000","0.0000","61500.3000","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"669008.intrepid",669008,"intrepid","2014-01-10 23:57:28",20140110,"2014-01-11 04:42:49",20140111,"2014-01-12 10:45:09",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108140.0000","512.00","512.00","2048.00","2048.00","ANL-R20-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61519.6333","0.0000","0.0000","61519.6333","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668989.intrepid",668989,"intrepid","2014-01-10 23:57:26",20140110,"2014-01-11 04:43:58",20140111,"2014-01-12 10:45:59",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108121.0000","512.00","512.00","2048.00","2048.00","ANL-R25-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61508.8333","0.0000","0.0000","61508.8333","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668999.intrepid",668999,"intrepid","2014-01-10 23:57:27",20140110,"2014-01-11 04:44:30",20140111,"2014-01-12 10:46:41",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108131.0000","512.00","512.00","2048.00","2048.00","ANL-R26-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61514.5166","0.0000","0.0000","61514.5166","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"669003.intrepid",669003,"intrepid","2014-01-10 23:57:28",20140110,"2014-01-11 04:45:03",20140111,"2014-01-12 10:47:12",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108129.0000","512.00","512.00","2048.00","2048.00","ANL-R22-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61513.3833","0.0000","0.0000","61513.3833","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668966.intrepid",668966,"intrepid","2014-01-10 23:57:15",20140110,"2014-01-11 04:45:36",20140111,"2014-01-12 10:48:07",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108151.0000","512.00","512.00","2048.00","2048.00","ANL-R27-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61525.9000","0.0000","0.0000","61525.9000","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668974.intrepid",668974,"intrepid","2014-01-10 23:57:25",20140110,"2014-01-11 04:46:06",20140111,"2014-01-12 10:48:26",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108140.0000","512.00","512.00","2048.00","2048.00","ANL-R27-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61519.6333","0.0000","0.0000","61519.6333","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668965.intrepid",668965,"intrepid","2014-01-10 23:57:15",20140110,"2014-01-11 04:46:37",20140111,"2014-01-12 10:48:48",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108131.0000","512.00","512.00","2048.00","2048.00","ANL-R24-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61514.5166","0.0000","0.0000","61514.5166","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668993.intrepid",668993,"intrepid","2014-01-10 23:57:27",20140110,"2014-01-11 04:47:08",20140111,"2014-01-12 10:49:24",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108136.0000","512.00","512.00","2048.00","2048.00","ANL-R21-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61517.3666","0.0000","0.0000","61517.3666","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668963.intrepid",668963,"intrepid","2014-01-10 23:57:15",20140110,"2014-01-11 04:48:10",20140111,"2014-01-12 10:50:26",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108136.0000","512.00","512.00","2048.00","2048.00","ANL-R20-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61517.3666","0.0000","0.0000","61517.3666","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668970.intrepid",668970,"intrepid","2014-01-10 23:57:16",20140110,"2014-01-11 04:47:39",20140111,"2014-01-12 10:50:27",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108168.0000","512.00","512.00","2048.00","2048.00","ANL-R23-M1-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61535.5666","0.0000","0.0000","61535.5666","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
"668981.intrepid",668981,"intrepid","2014-01-10 23:57:25",20140110,"2014-01-11 04:48:43",20140111,"2014-01-12 10:50:54",20140112,29946708553445,27857609013029,"R.the_end","108000.0000","108131.0000","512.00","512.00","2048.00","2048.00","ANL-R25-M0-512",255,0,0,0,0,"0.0000","0.0000","0.0000","61514.5166","0.0000","0.0000","61514.5166","",-1,"",-1,"","Not capability","0% <= x < 20%","0% <= x < 10%",0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,"0.0000",0
